marker	SNP	chr	mb	SNP_impact	geneName	cmmb	logcmmb_quantile
s1629p101679	s1629p101679	15	12.710721	intergenic_region	GENE_ScYP8k3864HRSCAF1010ch15_12693705_12697858-GENE_ScYP8k3864HRSCAF1010ch15_12758159_12759019	5.99343508531458	very high
s1629p70881	s1629p70881	15	12.741519	intergenic_region	GENE_ScYP8k3864HRSCAF1010ch15_12693705_12697858-GENE_ScYP8k3864HRSCAF1010ch15_12758159_12759019	5.99343508531458	very high
s2295p106322	s2295p106322	15	12.921986	intergenic_region	GENE_ScYP8k3864HRSCAF1010ch15_12899094_12913980-GENE_ScYP8k3864HRSCAF1010ch15_12951228_12976666	5.99343508531458	very high
s813p23927	s813p23927	15	12.95741	intron_variant	b1_b1_g1083	5.99343508531458	very high
s813p37870	s813p37870	15	12.971475	intron_variant	b1_b1_g1083	5.99343508531458	very high
s813p92359	s813p92359	15	13.026525	intergenic_region	GENE_ScYP8k3864HRSCAF1010ch15_12951228_12976666-GENE_ScYP8k3864HRSCAF1010ch15_13034451_13034804	5.99343508531458	very high
s813p145984	s813p145984	15	13.078471	intergenic_region	GENE_ScYP8k3864HRSCAF1010ch15_13034451_13034804-GENE_ScYP8k3864HRSCAF1010ch15_13125539_13125757	5.99343508531458	very high
s1504p157635	s1504p157635	15	13.222112	intergenic_region	GENE_ScYP8k3864HRSCAF1010ch15_13184936_13185917-GENE_ScYP8k3864HRSCAF1010ch15_13287277_13375204	5.99343508531458	very high
s1504p81416	s1504p81416	15	13.296291	intron_variant	b1_b1_g1100	5.99343508531458	very high
s4627p42187	s4627p42187	15	13.388767	upstream_gene_variant	b1_b1_g1104	5.99343508531458	very high
s4627p37504	s4627p37504	15	13.393426	downstream_gene_variant	b1_b1_g1106	5.99343508531458	very high
s1154p104884	s1154p104884	15	13.540544	upstream_gene_variant	b1_b1_g1117	3.20237012116396	very high
s892p239714	s892p239714	15	13.744907	intergenic_region	GENE_ScYP8k3864HRSCAF1010ch15_13720766_13732710-GENE_ScYP8k3864HRSCAF1010ch15_13770656_13772413	3.20237012116396	very high
s892p27005	s892p27005	15	13.954775	intergenic_region	GENE_ScYP8k3864HRSCAF1010ch15_13893108_13914737-GENE_ScYP8k3864HRSCAF1010ch15_13964980_13970215	3.20237012116396	very high
s1165p119349	s1165p119349	15	14.074726	intergenic_region	GENE_ScYP8k3864HRSCAF1010ch15_14022905_14068258-GENE_ScYP8k3864HRSCAF1010ch15_14084378_14088226	3.20237012116396	very high
s38p1143946	s38p1143946	20	0.355922	intron_variant	b1_b1_g16617	NA	NA
s38p954508	s38p954508	20	0.545471	downstream_gene_variant	b1_b1_g16621	0.349934810631236	very low
s38p806025	s38p806025	20	0.69245	intergenic_region	GENE_ScYP8k3865HRSCAF1011ch20_666452_668597-GENE_ScYP8k3865HRSCAF1011ch20_709453_714122	0.349934810631236	very low
s38p769217	s38p769217	20	0.729265	intron_variant	b1_b1_g16642	0.349934810631236	very low
s38p754805	s38p754805	20	0.743675	downstream_gene_variant	b1_b1_g16646	0.349934810631236	very low
s38p749095	s38p749095	20	0.749453	intron_variant	b1_b1_g16646	0.349934810631236	very low
s38p746272	s38p746272	20	0.752276	upstream_gene_variant	b1_b1_g16646	0.349934810631236	very low
s38p649864	s38p649864	20	0.847317	downstream_gene_variant	b2_b2_g25576	0.349934810631236	very low
s38p646965	s38p646965	20	0.850216	upstream_gene_variant	b2_b2_g25576	0.349934810631236	very low
s38p646476	s38p646476	20	0.850705	upstream_gene_variant	b2_b2_g25576	0.349934810631236	very low
s38p644536	s38p644536	20	0.852645	upstream_gene_variant	b2_b2_g25576	0.349934810631236	very low
s38p644218	s38p644218	20	0.852963	upstream_gene_variant	b2_b2_g25576	0.349934810631236	very low
s38p623562	s38p623562	20	0.873525	downstream_gene_variant	b1_b1_g16671	0.349934810631236	very low
s38p618553	s38p618553	20	0.878534	intron_variant	b1_b1_g16671	0.349934810631236	very low
s38p503119	s38p503119	20	0.993781	intergenic_region	GENE_ScYP8k3865HRSCAF1011ch20_975711_976208-GENE_ScYP8k3865HRSCAF1011ch20_1020811_1028930	0.349934810631236	very low
s38p408819	s38p408819	20	1.088082	intron_variant	b1_b1_g16686	0.349934810631236	very low
s38p402378	s38p402378	20	1.094432	intron_variant	b1_b1_g16686	0.349934810631236	very low
s38p308141	s38p308141	20	1.188568	upstream_gene_variant	b2_b2_g25604	0.349934810631236	very low
s38p243112	s38p243112	20	1.254439	intergenic_region	GENE_ScYP8k3865HRSCAF1011ch20_1236281_1243152-GENE_ScYP8k3865HRSCAF1011ch20_1290654_1301582	0.349934810631236	very low
s38p151889	s38p151889	20	1.345691	intron_variant	b1_b1_g16703	0.349934810631236	very low
s38p113422	s38p113422	20	1.384092	intron_variant	b1_b1_g16703	0.349934810631236	very low
s38p107173	s38p107173	20	1.390276	upstream_gene_variant	b1_b1_g16703	0.349934810631236	very low
s38p79659	s38p79659	20	1.417689	upstream_gene_variant	b1_b1_g16709	0.349934810631236	very low
s2679p32471	s2679p32471	20	1.564627	intron_variant	b1_b1_g16722	3.65526134062858	very high
s324p378540	s324p378540	20	1.702717	intergenic_region	GENE_ScYP8k3865HRSCAF1011ch20_1586296_1602082-GENE_ScYP8k3865HRSCAF1011ch20_1746829_1747195	3.65526134062858	very high
s324p334404	s324p334404	20	1.747055	synonymous_variant	b1_b1_g16735	3.65526134062858	very high
s324p316178	s324p316178	20	1.765329	intron_variant	b1_b1_g16737	3.65526134062858	very high
s324p104762	s324p104762	20	1.976754	downstream_gene_variant	b2_b2_g25642	3.65526134062858	very high
s324p10518	s324p10518	20	2.071193	intron_variant	b1_b1_g16758	3.65526134062858	very high
s2606p3689	s2606p3689	20	2.088307	intergenic_region	GENE_ScYP8k3865HRSCAF1011ch20_2056226_2081683-GENE_ScYP8k3865HRSCAF1011ch20_2129851_2140975	3.65526134062858	very high
s2606p22637	s2606p22637	20	2.107499	intergenic_region	GENE_ScYP8k3865HRSCAF1011ch20_2056226_2081683-GENE_ScYP8k3865HRSCAF1011ch20_2129851_2140975	3.65526134062858	very high
s2606p25202	s2606p25202	20	2.110008	intergenic_region	GENE_ScYP8k3865HRSCAF1011ch20_2056226_2081683-GENE_ScYP8k3865HRSCAF1011ch20_2129851_2140975	3.65526134062858	very high
s2606p26066	s2606p26066	20	2.110872	intergenic_region	GENE_ScYP8k3865HRSCAF1011ch20_2056226_2081683-GENE_ScYP8k3865HRSCAF1011ch20_2129851_2140975	3.65526134062858	very high
s2606p35506	s2606p35506	20	2.120311	intergenic_region	GENE_ScYP8k3865HRSCAF1011ch20_2056226_2081683-GENE_ScYP8k3865HRSCAF1011ch20_2129851_2140975	3.65526134062858	very high
s2606p78336	s2606p78336	20	2.163121	intron_variant	b1_b1_g16765	3.65526134062858	very high
s2606p81785	s2606p81785	20	2.166561	intron_variant	b1_b1_g16765	3.65526134062858	very high
s2606p88058	s2606p88058	20	2.173017	downstream_gene_variant	b1_b1_g16765	3.65526134062858	very high
s9481p574	s9481p574	20	2.180886	intron_variant	b1_b1_g16766	3.65526134062858	very high
s4082p9487	s4082p9487	20	2.240285	downstream_gene_variant	b2_b2_g25652	3.65526134062858	very high
s4185p1382	s4185p1382	20	2.344319	intergenic_region	GENE_ScYP8k3865HRSCAF1011ch20_2335252_2335662-GENE_ScYP8k3865HRSCAF1011ch20_2399937_2408441	3.65526134062858	very high
s2329p101927	s2329p101927	20	2.397995	upstream_gene_variant	b1_b1_g16777	3.65526134062858	very high
s2329p97709	s2329p97709	20	2.402132	intron_variant	b1_b1_g16777	3.65526134062858	very high
s2329p67512	s2329p67512	20	2.432582	intergenic_region	GENE_ScYP8k3865HRSCAF1011ch20_2399937_2408441-GENE_ScYP8k3865HRSCAF1011ch20_2495359_2499786	3.65526134062858	very high
s2329p42739	s2329p42739	20	2.457557	intergenic_region	GENE_ScYP8k3865HRSCAF1011ch20_2399937_2408441-GENE_ScYP8k3865HRSCAF1011ch20_2495359_2499786	3.65526134062858	very high
s5742p11509	s5742p11509	20	2.613142	upstream_gene_variant	b1_b1_g16790	5.68565926126155	very high
s5742p14759	s5742p14759	20	2.616392	intron_variant	b1_b1_g16790	5.68565926126155	very high
s447p116000	s447p116000	20	2.751137	intron_variant	b1_b1_g16801	5.68565926126155	very high
s447p163582	s447p163582	20	2.798521	upstream_gene_variant	b1_b1_g16804	5.68565926126155	very high
s447p237953	s447p237953	20	2.873348	intergenic_region	GENE_ScYP8k3865HRSCAF1011ch20_2802406_2805029-GENE_ScYP8k3865HRSCAF1011ch20_2912013_2933182	5.68565926126155	very high
s447p238069	s447p238069	20	2.873464	intergenic_region	GENE_ScYP8k3865HRSCAF1011ch20_2802406_2805029-GENE_ScYP8k3865HRSCAF1011ch20_2912013_2933182	5.68565926126155	very high
s447p241041	s447p241041	20	2.876436	intergenic_region	GENE_ScYP8k3865HRSCAF1011ch20_2802406_2805029-GENE_ScYP8k3865HRSCAF1011ch20_2912013_2933182	5.68565926126155	very high
s447p394379	s447p394379	20	3.026176	downstream_gene_variant	b2_b2_g25693	5.68565926126155	very high
s447p394743	s447p394743	20	3.02654	downstream_gene_variant	b2_b2_g25693	5.68565926126155	very high
s447p406998	s447p406998	20	3.038651	upstream_gene_variant	b1_b1_g16816	5.68565926126155	very high
s2205p5723	s2205p5723	20	3.048358	intron_variant	b1_b1_g16819	5.68565926126155	very high
s2205p6022	s2205p6022	20	3.048657	intron_variant	b1_b1_g16819	5.68565926126155	very high
s2205p97519	s2205p97519	20	3.140195	intergenic_region	GENE_ScYP8k3865HRSCAF1011ch20_3103468_3116905-GENE_ScYP8k3865HRSCAF1011ch20_3147888_3150325	5.68565926126155	very high
s2205p110360	s2205p110360	20	3.15314	upstream_gene_variant	b1_b1_g16825	5.68565926126155	very high
s90p4876	s90p4876	20	3.170839	downstream_gene_variant	b1_b1_g16828	5.68565926126155	very high
s90p14238	s90p14238	20	3.180202	upstream_gene_variant	b1_b1_g16829	5.68565926126155	very high
s90p14374	s90p14374	20	3.180338	upstream_gene_variant	b1_b1_g16829	5.68565926126155	very high
s90p47571	s90p47571	20	3.213642	intergenic_region	GENE_ScYP8k3865HRSCAF1011ch20_3194199_3195714-GENE_ScYP8k3865HRSCAF1011ch20_3275720_3284949	5.68565926126155	very high
s90p50864	s90p50864	20	3.217011	intergenic_region	GENE_ScYP8k3865HRSCAF1011ch20_3194199_3195714-GENE_ScYP8k3865HRSCAF1011ch20_3275720_3284949	5.68565926126155	very high
s90p56920	s90p56920	20	3.223111	intergenic_region	GENE_ScYP8k3865HRSCAF1011ch20_3194199_3195714-GENE_ScYP8k3865HRSCAF1011ch20_3275720_3284949	5.68565926126155	very high
s90p63602	s90p63602	20	3.229816	intergenic_region	GENE_ScYP8k3865HRSCAF1011ch20_3194199_3195714-GENE_ScYP8k3865HRSCAF1011ch20_3275720_3284949	5.68565926126155	very high
s90p63913	s90p63913	20	3.230127	intergenic_region	GENE_ScYP8k3865HRSCAF1011ch20_3194199_3195714-GENE_ScYP8k3865HRSCAF1011ch20_3275720_3284949	5.68565926126155	very high
s90p124882	s90p124882	20	3.291598	intergenic_region	GENE_ScYP8k3865HRSCAF1011ch20_3275720_3284949-GENE_ScYP8k3865HRSCAF1011ch20_3415568_3456814	5.68565926126155	very high
s90p196476	s90p196476	20	3.363319	intergenic_region	GENE_ScYP8k3865HRSCAF1011ch20_3275720_3284949-GENE_ScYP8k3865HRSCAF1011ch20_3415568_3456814	5.68565926126155	very high
s90p363984	s90p363984	20	3.53042	upstream_gene_variant	b2_b2_g25718	3.70707047824278	very high
s90p789754	s90p789754	20	3.951328	intergenic_region	GENE_ScYP8k3865HRSCAF1011ch20_3926430_3926780-GENE_ScYP8k3865HRSCAF1011ch20_3958174_3960659	3.70707047824278	very high
s90p790565	s90p790565	20	3.952139	intergenic_region	GENE_ScYP8k3865HRSCAF1011ch20_3926430_3926780-GENE_ScYP8k3865HRSCAF1011ch20_3958174_3960659	3.70707047824278	very high
s90p897230	s90p897230	20	4.05883	downstream_gene_variant	b1_b1_g16872	3.70707047824278	very high
s90p1013390	s90p1013390	20	4.174781	intergenic_region	GENE_ScYP8k3865HRSCAF1011ch20_4094295_4117583-GENE_ScYP8k3865HRSCAF1011ch20_4398142_4401267	3.70707047824278	very high
s1136p20995	s1136p20995	20	4.211036	intergenic_region	GENE_ScYP8k3865HRSCAF1011ch20_4094295_4117583-GENE_ScYP8k3865HRSCAF1011ch20_4398142_4401267	3.70707047824278	very high
s2716p54950	s2716p54950	20	4.460774	intron_variant	b1_b1_g16879	3.70707047824278	very high
s1219p127448	s1219p127448	20	4.651195	intergenic_region	GENE_ScYP8k3865HRSCAF1011ch20_4567568_4573867-GENE_ScYP8k3865HRSCAF1011ch20_4677603_4692855	3.17827596271618	very high
s1900p66574	s1900p66574	20	4.848648	intron_variant	b1_b1_g16890	3.17827596271618	very high
s1900p75045	s1900p75045	20	4.857119	intron_variant	b1_b1_g16890	3.17827596271618	very high
s1900p116407	s1900p116407	20	4.898585	downstream_gene_variant	b1_b1_g16890	3.17827596271618	very high
s1900p120297	s1900p120297	20	4.902475	intergenic_region	GENE_ScYP8k3865HRSCAF1011ch20_4794965_4893759-GENE_ScYP8k3865HRSCAF1011ch20_4919465_4919695	3.17827596271618	very high
s1900p121919	s1900p121919	20	4.904176	intergenic_region	GENE_ScYP8k3865HRSCAF1011ch20_4794965_4893759-GENE_ScYP8k3865HRSCAF1011ch20_4919465_4919695	3.17827596271618	very high
s1900p123604	s1900p123604	20	4.905861	intergenic_region	GENE_ScYP8k3865HRSCAF1011ch20_4794965_4893759-GENE_ScYP8k3865HRSCAF1011ch20_4919465_4919695	3.17827596271618	very high
s1900p127174	s1900p127174	20	4.909432	intergenic_region	GENE_ScYP8k3865HRSCAF1011ch20_4794965_4893759-GENE_ScYP8k3865HRSCAF1011ch20_4919465_4919695	3.17827596271618	very high
s1333p168310	s1333p168310	20	5.091861	upstream_gene_variant	b1_b1_g16908	3.17827596271618	very high
s1333p177117	s1333p177117	20	5.100653	intron_variant	b1_b1_g16909	3.17827596271618	very high
s2948p57170	s2948p57170	20	5.146749	intron_variant	b1_b1_g16909	3.17827596271618	very high
s2948p55885	s2948p55885	20	5.148034	intron_variant	b1_b1_g16909	3.17827596271618	very high
s2948p27465	s2948p27465	20	5.176525	intron_variant	b1_b1_g16910	3.17827596271618	very high
s2948p15126	s2948p15126	20	5.18873	intergenic_region	GENE_ScYP8k3865HRSCAF1011ch20_5173040_5181719-GENE_ScYP8k3865HRSCAF1011ch20_5211754_5215048	3.17827596271618	very high
s788p270739	s788p270739	20	5.246447	downstream_gene_variant	b2_b2_g25790	3.17827596271618	very high
s788p270409	s788p270409	20	5.246775	downstream_gene_variant	b2_b2_g25790	3.17827596271618	very high
s788p267969	s788p267969	20	5.249215	intron_variant	b1_b1_g16915	3.17827596271618	very high
s788p254074	s788p254074	20	5.262969	synonymous_variant	b2_b2_g25792	3.17827596271618	very high
s788p240161	s788p240161	20	5.276716	intergenic_region	GENE_ScYP8k3865HRSCAF1011ch20_5262872_5268889-GENE_ScYP8k3865HRSCAF1011ch20_5311734_5312057	3.17827596271618	very high
s788p223240	s788p223240	20	5.293637	intergenic_region	GENE_ScYP8k3865HRSCAF1011ch20_5262872_5268889-GENE_ScYP8k3865HRSCAF1011ch20_5311734_5312057	3.17827596271618	very high
s788p147043	s788p147043	20	5.369488	intergenic_region	GENE_ScYP8k3865HRSCAF1011ch20_5323287_5346008-GENE_ScYP8k3865HRSCAF1011ch20_5419154_5419594	3.17827596271618	very high
s788p114979	s788p114979	20	5.401636	intergenic_region	GENE_ScYP8k3865HRSCAF1011ch20_5323287_5346008-GENE_ScYP8k3865HRSCAF1011ch20_5419154_5419594	3.17827596271618	very high
s788p63161	s788p63161	20	5.45369	upstream_gene_variant	b2_b2_g25808	3.17827596271618	very high
s3083p27916	s3083p27916	20	5.549233	intergenic_region	GENE_ScYP8k3865HRSCAF1011ch20_5540754_5542619-GENE_ScYP8k3865HRSCAF1011ch20_5572763_5591433	3.93365792136711	very high
s3083p46647	s3083p46647	20	5.568082	upstream_gene_variant	b2_b2_g25815	3.93365792136711	very high
s2293p64455	s2293p64455	20	5.684795	intron_variant	b1_b1_g16947	3.93365792136711	very high
s7362p12470	s7362p12470	20	5.794529	intergenic_region	GENE_ScYP8k3865HRSCAF1011ch20_5784004_5786664-GENE_ScYP8k3865HRSCAF1011ch20_5824449_5837993	3.93365792136711	very high
s729p390	s729p390	20	5.797827	intergenic_region	GENE_ScYP8k3865HRSCAF1011ch20_5784004_5786664-GENE_ScYP8k3865HRSCAF1011ch20_5824449_5837993	3.93365792136711	very high
s729p11597	s729p11597	20	5.80903	intergenic_region	GENE_ScYP8k3865HRSCAF1011ch20_5784004_5786664-GENE_ScYP8k3865HRSCAF1011ch20_5824449_5837993	3.93365792136711	very high
s729p164708	s729p164708	20	5.960941	intergenic_region	GENE_ScYP8k3865HRSCAF1011ch20_5909933_5917159-GENE_ScYP8k3865HRSCAF1011ch20_5991643_6009762	3.93365792136711	very high
s2043p40961	s2043p40961	20	6.138686	intron_variant	b1_b1_g16978	3.93365792136711	very high
s2043p72597	s2043p72597	20	6.170582	intergenic_region	GENE_ScYP8k3865HRSCAF1011ch20_6117073_6147661-GENE_ScYP8k3865HRSCAF1011ch20_6180696_6196624	3.93365792136711	very high
s5395p8968	s5395p8968	20	6.248595	intron_variant	b1_b1_g16985	3.93365792136711	very high
s5395p5092	s5395p5092	20	6.252471	intron_variant	b1_b1_g16985	3.93365792136711	very high
s572p304023	s572p304023	20	6.303327	intron_variant	b1_b1_g16987	3.93365792136711	very high
s572p293326	s572p293326	20	6.314134	intergenic_region	GENE_ScYP8k3865HRSCAF1011ch20_6283357_6305594-GENE_ScYP8k3865HRSCAF1011ch20_6340112_6344081	3.93365792136711	very high
s572p243517	s572p243517	20	6.363816	intron_variant	b2_b2_g25860	3.93365792136711	very high
s572p240750	s572p240750	20	6.3666	intron_variant	b2_b2_g25860	3.93365792136711	very high
s572p217934	s572p217934	20	6.38954	intron_variant	b2_b2_g25863	3.93365792136711	very high
s572p204840	s572p204840	20	6.402538	downstream_gene_variant	b1_b1_g16997	3.93365792136711	very high
s572p165458	s572p165458	20	6.441909	upstream_gene_variant	b1_b1_g16999	3.93365792136711	very high
s572p149759	s572p149759	20	6.456984	upstream_gene_variant	b2_b2_g25871	3.93365792136711	very high
s572p123684	s572p123684	20	6.483173	intron_variant	b2_b2_g25873	3.93365792136711	very high
s572p109207	s572p109207	20	6.498006	intron_variant	b2_b2_g25873	3.93365792136711	very high
s572p108448	s572p108448	20	6.498765	intron_variant	b2_b2_g25873	3.93365792136711	very high
s572p24755	s572p24755	20	6.582521	intron_variant	b2_b2_g25876	4.53801092460528	very high
s572p24632	s572p24632	20	6.582644	intron_variant	b2_b2_g25876	4.53801092460528	very high
s4111p52640	s4111p52640	20	6.610462	intron_variant	b1_b1_g17018	4.53801092460528	very high
s4111p39099	s4111p39099	20	6.623948	intron_variant	b2_b2_g25881	4.53801092460528	very high
s6292p20226	s6292p20226	20	6.664143	intron_variant	b1_b1_g17023	4.53801092460528	very high
s5966p22714	s5966p22714	20	6.723392	intron_variant	b2_b2_g25889	4.53801092460528	very high
s4753p2724	s4753p2724	20	6.732973	upstream_gene_variant	b1_b1_g17028	4.53801092460528	very high
s4753p34142	s4753p34142	20	6.764364	upstream_gene_variant	b1_b1_g17030	4.53801092460528	very high
s1373p173931	s1373p173931	20	6.783696	intergenic_region	GENE_ScYP8k3865HRSCAF1011ch20_6757191_6762149-GENE_ScYP8k3865HRSCAF1011ch20_6809317_6809910	4.53801092460528	very high
s1373p148927	s1373p148927	20	6.808742	upstream_gene_variant	b1_b1_g17036	4.53801092460528	very high
s1373p141390	s1373p141390	20	6.816279	upstream_gene_variant	b1_b1_g17038	4.53801092460528	very high
s1373p140600	s1373p140600	20	6.817069	upstream_gene_variant	b1_b1_g17038	4.53801092460528	very high
s1373p136971	s1373p136971	20	6.820698	synonymous_variant	b1_b1_g17038	4.53801092460528	very high
s1373p98960	s1373p98960	20	6.858484	upstream_gene_variant	b2_b2_g25900	4.53801092460528	very high
s1373p69313	s1373p69313	20	6.888222	intron_variant	b1_b1_g17051	4.53801092460528	very high
s1373p29543	s1373p29543	20	6.927423	upstream_gene_variant	b2_b2_g25910	4.53801092460528	very high
s1373p22211	s1373p22211	20	6.934745	upstream_gene_variant	b1_b1_g17053	4.53801092460528	very high
s1373p14479	s1373p14479	20	6.942474	upstream_gene_variant	b2_b2_g25912	4.53801092460528	very high
s1373p13731	s1373p13731	20	6.943225	upstream_gene_variant	b2_b2_g25912	4.53801092460528	very high
s1373p9919	s1373p9919	20	6.947064	upstream_gene_variant	b1_b1_g17054	4.53801092460528	very high
s2222p81882	s2222p81882	20	7.042626	downstream_gene_variant	b2_b2_g25920	4.53801092460528	very high
s2222p88753	s2222p88753	20	7.049538	upstream_gene_variant	b2_b2_g25920	4.53801092460528	very high
s2222p102119	s2222p102119	20	7.062913	upstream_gene_variant	b1_b1_g17063	4.53801092460528	very high
s2222p102426	s2222p102426	20	7.06322	upstream_gene_variant	b1_b1_g17063	4.53801092460528	very high
s2222p113725	s2222p113725	20	7.074419	downstream_gene_variant	b2_b2_g25924	4.53801092460528	very high
s2222p115166	s2222p115166	20	7.07586	intron_variant	b2_b2_g25925	4.53801092460528	very high
s529p52266	s529p52266	20	7.135596	downstream_gene_variant	b1_b1_g17072	4.53801092460528	very high
s529p78184	s529p78184	20	7.159337	upstream_gene_variant	b2_b2_g25932	4.53801092460528	very high
s529p81011	s529p81011	20	7.162164	missense_variant	b2_b2_g25934	4.53801092460528	very high
s529p205030	s529p205030	20	7.286618	upstream_gene_variant	b2_b2_g25946	4.53801092460528	very high
